post_id,comment_id,support_tags,created_utc
n4s82b,gwzcuuq,"Information Support, Esteem Support, Tangible Assistance",1620182528
n4obrp,gwwo9ct,"Information Support, Esteem Support",1620136759
n4kxtv,gwwgy4a,"Information Support, Emotional Support, Esteem Support, Group Interaction",1620133254
n4jq0e,gwwjh7f,Group Interaction,1620134542
n4jq0e,gwxf1u8,"Information Support, Emotional Support, Esteem Support",1620147713
n4jq0e,gwzkj02,"Emotional Support, Esteem Support, Group Interaction",1620186687
n4jjv8,gwvwyqp,,1620118983
n4ivxt,gx38836,"Information Support, Emotional Support, Esteem Support",1620257856
n4guvg,gwvyufj,"Emotional Support, Esteem Support",1620120720
n4guvg,gww4rxz,"Information Support, Emotional Support, Group Interaction",1620125696
n4ftav,gzld0q1,"Information Support, Esteem Support, Group Interaction",1622083408
n4fmgd,gwvd9fe,"Information Support, Esteem Support, Group Interaction",1620102717
n4c4iy,gwvkbxz,"Information Support, Emotional Support",1620107772
n4c4iy,gwvb2d0,"Information Support, Emotional Support",1620101325
n4c4iy,gwvca8l,"Information Support, Emotional Support, Esteem Support",1620102090
n4c4iy,h0iky2b,"Information Support, Emotional Support, Esteem Support",1622771820
n4c4iy,gww57zg,Emotional Support,1620126038
n4bnpr,gwuni2b,"Information Support, Esteem Support",1620089006
n4bhbg,gwuwv96,"Esteem Support, Group Interaction",1620093556
n48c5q,h0cxg6p,"Information Support, Emotional Support, Esteem Support",1622666553
n47n77,gwtycfq,"Information Support, Emotional Support, Esteem Support, Group Interaction",1620077161
n47k2w,gwtzbl9,"Information Support, Esteem Support, Tangible Assistance",1620077593
n47k2w,gwv7ewy,Information Support,1620099140
n44bei,gwtjwpf,Group Interaction,1620070833
n44bei,gwu2hpb,Information Support,1620079010
n44bei,gwuh9x5,"Information Support, Emotional Support, Esteem Support",1620085996
n44bei,gwukrep,"Information Support, Emotional Support, Esteem Support",1620087670
n44bei,gwup6je,"Information Support, Esteem Support",1620089826
n44bei,gwutabc,"Emotional Support, Group Interaction",1620091821
n43t5r,gwtehof,Esteem Support,1620068501
n43t5r,gwtedkb,,1620068452
n43t5r,gwu23wa,,1620078837
n43t5r,gwu746n,Emotional Support,1620081193
n43t5r,gwudard,"Emotional Support, Esteem Support, Tangible Assistance, Group Interaction",1620084094
n43t5r,gww43mi,"Emotional Support, Esteem Support",1620125177
n42da0,gwt8bsn,"Information Support, Emotional Support",1620065911
n41sgh,gwvagfm,Information Support,1620100950
n3uymw,gws2lbd,"Emotional Support, Esteem Support",1620047867
n3uymw,gwsczj5,Information Support,1620052677
n3uymw,gwt9wsi,Esteem Support,1620066574
n3q7w2,gwrfgrz,"Information Support, Emotional Support",1620032514
n3kamo,gwqr57o,"Information Support, Emotional Support, Esteem Support",1620012604
n3ilqa,gwu5ly3,"Information Support, Emotional Support, Group Interaction",1620080477
n3g2h5,gwqeege,"Information Support, Emotional Support, Group Interaction",1620005332
n3g2h5,gwqqksm,"Emotional Support, Esteem Support, Group Interaction",1620012244
n3esre,gwq7iod,"Information Support, Group Interaction",1620001544
n31nae,gwn5j8f,"Information Support, Emotional Support, Esteem Support, Tangible Assistance",1619950779
n2ygox,gwmwtz1,"Information Support, Emotional Support, Esteem Support",1619942254
n2yecg,gwmfdfn,"Emotional Support, Esteem Support, Group Interaction",1619928137
n2y4xh,gxlbtaa,"Information Support, Emotional Support",1620641679
n2xvlp,gwn7xyu,"Information Support, Emotional Support, Group Interaction",1619952435
n2v8wn,gwlziox,,1619918636
n2uwrf,gwm2zcs,"Information Support, Tangible Assistance",1619920587
n2uwrf,gwm3uyx,"Information Support, Emotional Support",1619921102
n2tj82,gwm1frs,Esteem Support,1619919721
n2t7ez,gwmaax1,"Information Support, Esteem Support",1619924947
n2t7ez,gwltfmr,,1619915252
n2slq9,gwld95m,"Information Support, Esteem Support",1619906756
n2sgpy,gwlhiv8,Group Interaction,1619908768
n2hul1,gwl4gt0,"Emotional Support, Esteem Support, Group Interaction",1619903224
n2efyc,gwjvpqo,Information Support,1619884021
n2efyc,gwj3d7h,"Information Support, Esteem Support",1619868052
n2bjyu,gwj4pep,Information Support,1619869160
n28im2,gwj53bv,"Information Support, Emotional Support, Esteem Support",1619869477
n23pgq,h0mdarn,"Esteem Support, Group Interaction",1622845232
n1u0pq,gwgtu5c,"Information Support, Emotional Support, Group Interaction",1619814659
n1u0pq,gwj4tk2,Information Support,1619869255
n1qjhi,gwj5ies,Information Support,1619869815
n1ph7k,gwj5dbo,Information Support,1619869704
n1o7lj,gweo6o2,"Information Support, Emotional Support, Esteem Support",1619776269
n1o7lj,gwj5r03,"Information Support, Esteem Support",1619870008
n1m4ap,gwg3uwt,"Information Support, Esteem Support, Group Interaction",1619802946
n1i0pd,gwd7dp7,"Emotional Support, Esteem Support",1619742704
n1i0pd,gwdt8ca,,1619753196
n1i0pd,gwe0frf,"Emotional Support, Esteem Support",1619757502
n1i0pd,gwe4vdd,"Emotional Support, Group Interaction",1619760702
n1i0pd,gweeu5q,"Emotional Support, Esteem Support, Group Interaction",1619768918
n1i0pd,gweo41l,"Information Support, Emotional Support, Esteem Support",1619776219
n1i0pd,gweok62,"Emotional Support, Esteem Support, Group Interaction",1619776541
n1h5z2,gwdhfsb,"Information Support, Emotional Support, Esteem Support, Tangible Assistance, Group Interaction",1619747362
n1h5z2,gwe24p8,Information Support,1619758676
n1bfnk,gwc03ji,Information Support,1619723714
n1bfnk,gwc3248,"Esteem Support, Group Interaction",1619724872
n1bfnk,gwcqgiy,"Emotional Support, Esteem Support, Group Interaction",1619734613
n1bfnk,gwcdvnd,"Information Support, Emotional Support, Esteem Support, Group Interaction",1619729200
n14r5a,lwp1i16,"Emotional Support, Esteem Support, Group Interaction",1731382589
n11oo4,gwapv7a,"Information Support, Esteem Support",1619705186
n10ayb,gwas662,,1619706224
n10avh,gwa0fjh,"Information Support, Emotional Support, Esteem Support",1619688950
n10avh,gxl05co,"Information Support, Emotional Support, Esteem Support, Tangible Assistance",1620630529
n10avh,gytth38,"Information Support, Esteem Support",1621521884
n10afs,gwa07pp,"Information Support, Emotional Support, Esteem Support",1619688750
n10afs,gw9y071,Emotional Support,1619686633
n10afs,gw9z2iw,"Information Support, Emotional Support, Esteem Support, Tangible Assistance, Group Interaction",1619687651
n0z2em,gwa54wc,Information Support,1619693102
n0yelm,gwa4307,"Information Support, Emotional Support, Esteem Support, Tangible Assistance",1619692243
n0x3s9,gw9gq4s,,1619672216
n0x3s9,gw9l4ha,Information Support,1619675484
n0wc2y,gw9re2p,"Information Support, Esteem Support",1619680530
n0volw,gw9cyf8,Information Support,1619669706
n0rakj,gw9d77h,"Information Support, Esteem Support",1619669859
n0qnn1,gw8xf94,"Information Support, Emotional Support, Tangible Assistance",1619661286
n0qnn1,gw96nb5,"Information Support, Emotional Support, Esteem Support, Tangible Assistance",1619666006
n0hilb,gw7s130,"Emotional Support, Esteem Support, Group Interaction",1619641980
n0cota,gwarcqp,,1619705867
n0cgh0,gw5qr0l,Information Support,1619608392
n0bxty,j1wzwxi,Information Support,1672188452
n08tc6,gw69ksb,"Information Support, Emotional Support, Esteem Support",1619619091
n06vna,gw5dt8u,"Information Support, Esteem Support",1619596479
n06vna,gw5pkdw,"Information Support, Esteem Support, Group Interaction",1619607454
n03gbw,gw4h6k5,"Information Support, Tangible Assistance",1619574407
n03gbw,gw4njks,"Information Support, Tangible Assistance",1619577710
n03gbw,gw4nlok,Esteem Support,1619577741
n02g9e,gw4mr3x,"Emotional Support, Esteem Support",1619577288
n02g9e,gw4enri,"Information Support, Emotional Support, Esteem Support",1619573151
n02g9e,h1r3dq4,"Information Support, Emotional Support, Esteem Support",1623691685
n01bsr,gw41kkv,"Information Support, Esteem Support, Group Interaction",1619566600
n01bsr,gw41lqu,"Information Support, Emotional Support, Esteem Support",1619566615
n01bsr,gw4l8xl,"Emotional Support, Esteem Support",1619576485
n00mql,gw4ozoc,"Information Support, Emotional Support, Esteem Support, Group Interaction",1619578503
mzz4zw,gw45hou,"Emotional Support, Esteem Support",1619568566
mzmk9s,gw1uf9i,"Information Support, Emotional Support, Esteem Support",1619532027
mzhk13,gw10j5a,"Information Support, Emotional Support, Esteem Support",1619510754
mzhk13,gw277vc,Information Support,1619537621
mzgm4w,gw3wtdy,"Information Support, Emotional Support, Esteem Support",1619564216
mzgm4w,gw0qdqd,"Information Support, Tangible Assistance",1619502067
mzgm4w,gwft607,"Information Support, Emotional Support",1619798426
mzfnyo,gw1pv4f,"Information Support, Tangible Assistance, Group Interaction",1619529801
mzfnyo,gw16okp,"Emotional Support, Group Interaction",1619516577
mzfnyo,gw1j5zg,Esteem Support,1619526103
mzfnyo,gw0qr69,"Emotional Support, Group Interaction",1619502363
mzfnyo,gw1vviu,"Emotional Support, Esteem Support, Group Interaction",1619532706
mzelzk,gw0q0bf,"Information Support, Emotional Support, Esteem Support",1619501777
mzdxzi,gw06v1u,"Information Support, Emotional Support",1619489644
mzdxzi,gw1cx0h,"Information Support, Emotional Support, Esteem Support",1619521917
mzdxzi,gw3uskb,"Information Support, Tangible Assistance",1619563227
mz2y7v,gvzmnpx,"Information Support, Emotional Support, Esteem Support",1619479363
mz0l6f,gvyo74p,,1619463803
myvi9z,gvxy5pz,"Information Support, Esteem Support, Tangible Assistance, Group Interaction",1619452847
myvi9z,gvy9q64,"Information Support, Emotional Support",1619457693
mysh4y,gvx1jjt,"Information Support, Emotional Support",1619435873
myrw4h,gvxi0hr,"Information Support, Esteem Support",1619445699
myrw4h,gvxyo93,"Emotional Support, Tangible Assistance",1619453066
myrw4h,gvwnpfy,Emotional Support,1619422988
myrw4h,gvyzsqe,"Information Support, Emotional Support, Esteem Support, Tangible Assistance",1619468799
myralp,gvwxlzr,"Information Support, Esteem Support",1619432536
myra3k,gw9somo,"Emotional Support, Esteem Support, Group Interaction",1619681669
myqk1a,gvwmfd8,"Emotional Support, Esteem Support",1619421784
myn0hs,gvvygmc,"Information Support, Emotional Support, Esteem Support",1619404588
myi077,gvwml9i,"Information Support, Emotional Support",1619421936
myf1nd,gvwmyh6,Information Support,1619422273
myd8hv,gvuib5p,"Information Support, Emotional Support, Esteem Support",1619377471
my31ir,gvthgr3,"Information Support, Emotional Support, Esteem Support",1619359586
my2uob,gvvodg9,"Information Support, Esteem Support",1619398891
my2c4a,gvt9jdu,"Information Support, Esteem Support, Group Interaction",1619354439
mxye6y,gvstb9c,"Information Support, Esteem Support",1619339907
mxye6y,gvufkwf,,1619376249
mxq16d,gvrx4uo,"Information Support, Emotional Support, Esteem Support",1619316121
mxg6vt,hn9qf76,"Emotional Support, Group Interaction",1638668813
mxf44z,gvs9x0a,"Information Support, Emotional Support, Group Interaction",1619323708
mx4dre,gvm4e59,Emotional Support,1619213623
mx4dre,gvm7a70,"Information Support, Emotional Support",1619215032
mx4dre,gvmano3,"Information Support, Emotional Support, Esteem Support",1619216694
mx4dre,gvmgcka,"Information Support, Emotional Support, Esteem Support",1619219613
mx4dre,gvmdqat,"Information Support, Esteem Support, Tangible Assistance",1619218261
mx40b4,gvlyste,"Information Support, Emotional Support, Esteem Support, Group Interaction",1619210992
mwzg3b,gvnv4s4,"Information Support, Group Interaction",1619254094
mwy7ac,gvkv7jr,Emotional Support,1619193477
mwv8d1,gvkgqua,"Emotional Support, Esteem Support",1619187153
mwptt4,gvk88cj,"Information Support, Emotional Support",1619182887
mwbuhd,gvhvqrz,"Emotional Support, Esteem Support",1619128556
mwbuhd,gvhvrrm,"Emotional Support, Esteem Support",1619128569
mwb0yj,gvh13oc,Information Support,1619115380
mwb0yj,gvjzzl1,"Information Support, Emotional Support, Esteem Support",1619177764
mw702d,gvghe1x,Esteem Support,1619107220
mw702d,gvgxlk7,Esteem Support,1619113931
mw0u8f,gvfc1jx,,1619083203
mw0u8f,gvft6iu,Information Support,1619096200
mw0u8f,gvfvqao,Information Support,1619097567
mvymu1,gvghs92,"Information Support, Emotional Support, Tangible Assistance",1619107387
mvycg6,gvgff97,"Information Support, Esteem Support, Tangible Assistance",1619106400
mvv5nc,gvgje9y,Information Support,1619108067
mvswh7,gve6vai,"Information Support, Emotional Support, Esteem Support",1619054089
mvsdd8,gve7c7q,"Information Support, Esteem Support",1619054322
mvsdd8,gvfgio1,"Information Support, Emotional Support, Esteem Support",1619087466
mvsdd8,ijlpsl5,"Information Support, Esteem Support, Group Interaction",1660064728
mvo4c8,gvd7s9w,"Information Support, Emotional Support",1619037387
mvo4c8,gvdgl2q,"Information Support, Emotional Support, Esteem Support",1619041223
mvo4c8,gvddt5v,"Information Support, Emotional Support, Esteem Support",1619039978
mvo4c8,gvedo1f,"Information Support, Emotional Support, Esteem Support",1619057560
mvo4c8,gvfb7yt,Information Support,1619082391
mvo4c8,llso2mc,Emotional Support,1725631219
mvl885,gvcq42e,"Information Support, Emotional Support, Esteem Support, Group Interaction",1619029831
mvl885,gvcsbc9,"Information Support, Emotional Support, Esteem Support, Tangible Assistance",1619030761
mvdenn,gvc9fap,"Emotional Support, Esteem Support",1619022821
mvb10v,gxldysp,"Information Support, Emotional Support, Esteem Support, Group Interaction",1620643570
mva94b,gvaw981,Emotional Support,1618993241
mva94b,gvbif9q,Emotional Support,1619010553
mva94b,gz4s7xl,"Information Support, Emotional Support",1621747074
mva6y1,gvaufhp,"Tangible Assistance, Group Interaction",1618991450
mva6y1,gvb7rxw,"Information Support, Esteem Support",1619003752
mva6y1,gvb806y,Emotional Support,1619003932
mv8e26,gvd8yh7,Information Support,1619037879
mv57ub,gv9xbzk,"Emotional Support, Esteem Support, Group Interaction",1618968858
mv57ub,gv9z1za,"Information Support, Emotional Support, Tangible Assistance",1618969746
mv57ub,gva3fnx,"Information Support, Tangible Assistance",1618972088
mv57ub,gva3zl3,"Information Support, Tangible Assistance, Group Interaction",1618972394
muzdav,gv8xc8q,"Information Support, Esteem Support",1618951849
muzcs6,gv95230,"Emotional Support, Esteem Support",1618955091
muzcs6,gva2tet,"Emotional Support, Esteem Support, Tangible Assistance",1618971748
muzcs6,gvajaoi,"Information Support, Esteem Support, Group Interaction",1618981982
muxphm,gva7zdq,Information Support,1618974617
muxphm,gv8s85d,Information Support,1618949725
muu50h,gv8swcn,"Information Support, Emotional Support, Esteem Support",1618950007
muu50h,gvrdtfw,"Information Support, Esteem Support",1619305541
mutrrk,gv7wyb2,"Information Support, Group Interaction",1618936832
muro8w,gv7hcq7,Emotional Support,1618930296
muro8w,gv7l47r,"Information Support, Emotional Support, Esteem Support",1618931893
mult0w,gv6ydx2,Group Interaction,1618920731
mult0w,gv6z9jv,"Emotional Support, Esteem Support",1618921279
mul2gc,gv70mgi,Emotional Support,1618922104
mui2od,gv6a9mx,"Emotional Support, Esteem Support",1618899567
mui2od,gv6ph2c,"Emotional Support, Esteem Support",1618913951
mui2od,gv6zeo5,"Esteem Support, Group Interaction",1618921368
mufvlq,gvegx9z,"Information Support, Emotional Support, Esteem Support",1619059313
muewjm,gv5q2vg,"Information Support, Esteem Support",1618886115
muewjm,gv5thr5,"Information Support, Esteem Support",1618888000
muelaf,gv5hylh,"Information Support, Emotional Support, Esteem Support",1618881906
mucuen,gv5cbf6,"Information Support, Group Interaction",1618878990
mucuen,gvavtdo,"Information Support, Esteem Support",1618992805
mub1pm,gv584fo,"Emotional Support, Group Interaction",1618876855
mu2u4y,gv51ym0,"Information Support, Emotional Support, Esteem Support",1618873750
mu2u4y,gv5avo1,"Information Support, Emotional Support, Esteem Support, Tangible Assistance",1618878255
